Cell,Feature,p value,adjusted p value
CD8 TEM,UQCRFS1,9.88831E-05,0.002338556
CD8 TEM,FGF9,9.97446E-05,0.002356578
CD8 TEM,METTL9,0.000100745,0.002377843
CD8 TEM,AGAP1,0.000101491,0.002393063
CD8 TEM,DUSP6,0.000101938,0.002401212
CD8 TEM,ZMYND11,0.000102828,0.002419787
CD8 TEM,HDDC2,0.000103061,0.002422865
CD8 TEM,LOC101928595,0.00010793,0.002534118
CD8 TEM,NARF,0.000108008,0.002534118
CD8 TEM,CCDC85B,0.000109046,0.002555953
CD8 TEM,TSHZ1,0.00010964,0.002567337
CD8 TEM,IGSF11-AS1,0.000112441,0.002630324
CD8 TEM,PGAM5,0.000113416,0.002650502
CD8 TEM,SPATA21,0.000115833,0.002693719
CD8 TEM,KNG1,0.000115833,0.002693719
CD8 TEM,GPR150,0.000115833,0.002693719
CD8 TEM,ECPAS,0.000115833,0.002693719
CD8 TEM,PLLP,0.000115833,0.002693719
CD8 TEM,HK1,0.000116412,0.002704519
CD8 TEM,CALML6,0.000116569,0.002705529
CD8 TEM,GAPDH,0.000119206,0.002764006
CD8 TEM,FNDC3B,0.00011936,0.002764888
CD8 TEM,MMS22L,0.000121029,0.002800808
CD8 TEM,FBXO30,0.000123278,0.002850062
CD8 TEM,GATA3,0.000124689,0.002879877
CD8 TEM,C8orf82,0.000126441,0.002917498
CD8 TEM,CDKAL1,0.000126757,0.002921956
CD8 TEM,PTPN2,0.000127202,0.002929352
CD8 TEM,ARL15,0.00013031,0.002995109
CD8 TEM,MOG,0.00013031,0.002995109
CD8 TEM,EMB,0.000131384,0.003016878
CD8 TEM,RHNO1,0.00013204,0.003028817
CD8 TEM,PCNP,0.000132248,0.003028817
CD8 TEM,MEAK7,0.000132288,0.003028817
CD8 TEM,CAPZA1,0.000132838,0.003035554
CD8 TEM,GOT1,0.000132838,0.003035554
CD8 TEM,CHGA,0.000136495,0.003102263
CD8 TEM,TCEA3,0.000136543,0.003102263
CD8 TEM,BHLHE40,0.000136543,0.003102263
CD8 TEM,CALHM2,0.000136543,0.003102263
CD8 TEM,KDSR,0.000136543,0.003102263
CD8 TEM,PDE9A,0.000136543,0.003102263
CD8 TEM,CAMKK1,0.000136877,0.003106866
CD8 TEM,ABI3,0.00013997,0.003174039
CD8 TEM,MYADM,0.000144396,0.003271278
CD8 TEM,GAS6-DT,0.000146237,0.003308675
CD8 TEM,ADAMTS17,0.000146326,0.003308675
CD8 TEM,SLC39A10,0.000148165,0.003347059
CD8 TEM,MIR548P,0.000148627,0.003354306
CD8 TEM,ITK,0.000151658,0.00341876
CD8 TEM,MAGOHB,0.000151772,0.00341876
CD8 TEM,CTPS1,0.000152699,0.003436374
CD8 TEM,ACOXL,0.000162189,0.003645368
CD8 TEM,ZNF518B,0.000162293,0.003645368
CD8 TEM,PLCXD2,0.000162837,0.003653809
CD8 TEM,POLR3H,0.000162977,0.003653809
CD8 TEM,ALDH6A1,0.000165126,0.003698478
CD8 TEM,ZNF79,0.000168656,0.003773986
CD8 TEM,MMP14,0.00016997,0.003799783
CD8 TEM,ZDHHC19,0.000171614,0.003832928
CD8 TEM,DMAC1,0.00017541,0.003914032
CD8 TEM,PPP4R4,0.000177707,0.003961553
CD8 TEM,ACVR2A,0.00018272,0.004069465
CD8 TEM,POLN,0.000185098,0.004118551
CD8 TEM,SPTBN1,0.000188443,0.004189053
CD8 TEM,HMHB1,0.00019182,0.004260123
CD8 TEM,NLGN2,0.000193088,0.00428427
CD8 TEM,MT1X,0.000193617,0.004291988
CD8 TEM,PAN3,0.000196366,0.004348864
CD8 TEM,IRF4,0.000198637,0.004395049
CD8 TEM,FNBP1,0.000200944,0.004441939
CD8 TEM,XPNPEP1,0.000205833,0.004545776
CD8 TEM,PMF1-BGLAP,0.00020665,0.004559571
CD8 TEM,BIRC3,0.000206989,0.004562817
CD8 TEM,TMSB10,0.000208327,0.004588029
CD8 TEM,CDC23,0.000223613,0.004910994
CD8 TEM,BRAT1,0.000223613,0.004910994
CD8 TEM,FITM2,0.000223613,0.004910994
CD8 TEM,METTL21C,0.000225287,0.004943177
CD8 TEM,F2RL1,0.000226957,0.00496603
CD8 TEM,ZNF106,0.000226957,0.00496603
CD8 TEM,DHX33,0.000226957,0.00496603
CD8 TEM,WDR89,0.000229875,0.005025221
CD8 TEM,CHN2,0.000233058,0.005090107
CD8 TEM,MIA2,0.000235645,0.005141873
CD8 TEM,SLAMF6,0.000236669,0.005159476
CD8 TEM,TOLLIP,0.000239612,0.005215231
CD8 TEM,RPL41,0.000239667,0.005215231
CD8 TEM,FUT8-AS1,0.000246079,0.005349856
CD8 TEM,LOC285766,0.000250248,0.00543371
CD8 TEM,ARID1B,0.000250395,0.00543371
CD8 TEM,HAVCR2,0.000251924,0.005461879
CD8 TEM,CST7,0.000252643,0.005472461
CD8 TEM,NFKB2,0.000261622,0.005661782
CD8 TEM,PRICKLE3,0.000262638,0.005676903
CD8 TEM,SUPT4H1,0.0002628,0.005676903
CD8 TEM,FOXP4-AS1,0.000264182,0.005701558
CD8 TEM,MIR4269,0.000266253,0.005741045
CD8 TEM,ARRDC1-AS1,0.000272011,0.005859849
CD8 TEM,MIR5690,0.000282204,0.006073929
CD8 TEM,MIR3621,0.000285504,0.006139364
CD8 TEM,OGT,0.000295717,0.006353215
CD8 TEM,MFSD10,0.000296479,0.00636382
CD8 TEM,PSME2,0.000306116,0.006564732
CD8 TEM,ITPR1-DT,0.000309923,0.006640347
CD8 TEM,PIK3R1,0.000310202,0.006640347
CD8 TEM,LINC00865,0.000323884,0.006925608
CD8 TEM,MIATNB,0.000324113,0.006925608
CD8 TEM,PIK3R5,0.000325087,0.00694017
CD8 TEM,OSM,0.000331294,0.007066303
CD8 TEM,TAGLN3,0.000342297,0.007294434
CD8 TEM,LPP,0.00034654,0.007378217
CD8 TEM,LCK,0.00034725,0.007386698
CD8 TEM,CFAP54,0.000349506,0.007428013
CD8 TEM,LRRC8D,0.000357558,0.007592333
CD8 TEM,EIF4A3,0.000362342,0.007687044
CD8 TEM,USP21,0.000369794,0.007821296
CD8 TEM,PSMD12,0.000369794,0.007821296
CD8 TEM,LOC728752,0.000369794,0.007821296
CD8 TEM,KDM7A,0.000370321,0.007821296
CD8 TEM,SP7,0.000370321,0.007821296
CD8 TEM,PRKAG2-AS1,0.000382257,0.008066205
CD8 TEM,TULP1,0.00039036,0.008229855
CD8 TEM,SHB,0.000395284,0.008326272
CD8 TEM,TMEM244,0.000396237,0.008338914
CD8 TEM,CD180,0.000397114,0.008349958
CD8 TEM,TMEM14EP,0.000401505,0.0084348
CD8 TEM,CA11,0.000422715,0.008872512
CD8 TEM,MROH7-TTC4,0.000424005,0.008891723
CD8 TEM,TNFRSF10A,0.00043242,0.009052178
CD8 TEM,EIF4EBP1,0.00043242,0.009052178
CD8 TEM,USP48,0.000433438,0.009065483
CD8 TEM,FAM83A,0.000435023,0.009082595
CD8 TEM,MIR4477A,0.000435023,0.009082595
CD8 TEM,ASXL1,0.000443323,0.009247737
CD8 TEM,MYOSLID-AS1,0.000457174,0.009528271
CD8 TEM,LOC101927539,0.000459132,0.009560683
CD8 TEM,CEMIP2,0.000464393,0.009661739
CD8 TEM,SGSH,0.00046593,0.009685219
CD8 TEM,RGSL1,0.00046908,0.00974215
NK,SLC35E2B,0,0
NK,ZNF665,0,0
NK,XG,0,0
NK,FCRLB,0,3.4129E-306
NK,LINC01856,3.0782E-230,1.4589E-226
NK,GOSR2,1.9102E-222,7.5441E-219
NK,ISOC2,1.9905E-210,6.7384E-207
NK,ABCD4,2.779E-172,8.2318E-169
NK,GRIK4,7.6888E-172,2.0245E-168
NK,DNAJB2,8.7485E-171,2.0731E-167
NK,PTBP1,1.8474E-163,3.9797E-160
NK,PDSS2,1.659E-152,3.2762E-149
NK,PTGDR,1.3933E-148,2.5397E-145
NK,STIP1,2.9311E-141,4.9612E-138
NK,GGA1,3.5635E-134,5.6295E-131
NK,IL21R-AS1,1.0088E-129,1.494E-126
NK,CDCA3,2.921E-126,4.0718E-123
NK,TMEM241,2.3407E-123,3.0815E-120
NK,C14orf93,8.0586E-123,1.0051E-119
NK,MIR8054,1.1313E-119,1.3404E-116
NK,ATP5MC3,3.1798E-119,3.5882E-116
NK,FIS1,7.0884E-119,7.6352E-116
NK,LOC105376805,8.8616E-115,9.1301E-112
NK,NUP58,9.5878E-115,9.4667E-112
NK,DUSP2,5.044E-114,4.7811E-111
NK,PEX16,1.0979E-111,1.0006E-108
NK,DNMT3A,4.0234E-109,3.5312E-106
NK,TBC1D17,7.8681E-106,6.6589E-103
NK,UAP1,1.111E-102,9.0781E-100
NK,TMEM39A,6.2705E-101,4.95305E-98
NK,ESYT1,1.3205E-100,1.00943E-97
NK,ZNHIT3,7.8003E-100,5.60132E-97
NK,ESCO1,7.8003E-100,5.60132E-97
NK,HDGFL2,3.5788E-99,2.49432E-96
NK,FLYWCH2,6.81046E-95,4.61107E-92
NK,NME4,4.26404E-94,2.8068E-91
NK,ARRDC2,4.55504E-90,2.91732E-87
NK,LINC01280,1.77379E-88,1.10615E-85
NK,PLXDC1,4.7141E-87,2.86436E-84
NK,STAP2,6.37966E-87,3.77947E-84
NK,ZNF141,2.88479E-85,1.66734E-82
NK,CCDC144NL-AS1,4.19621E-85,2.36756E-82
NK,DNAH1,5.79059E-85,3.19115E-82
NK,ATP5PD,8.84174E-85,4.76188E-82
NK,RTKN,3.5605E-84,1.87496E-81
NK,EDN2,6.13963E-84,3.16284E-81
NK,ADAR,9.49546E-82,4.78753E-79
NK,RALGDS,1.0177E-79,5.02428E-77
NK,MAD1L1,1.16789E-79,5.64808E-77
NK,GLRX3,4.82343E-79,2.28601E-76
NK,SPON2,6.74666E-79,3.10438E-76
NK,GGNBP2,6.81216E-79,3.10438E-76
NK,TRAPPC10,1.16483E-78,5.20809E-76
NK,P2RX7,1.52476E-78,6.69117E-76
NK,GPR55,1.17735E-76,5.07267E-74
NK,AARS,1.62531E-76,6.87769E-74
NK,HIP1,2.36886E-76,9.84824E-74
NK,LINC02539,3.39906E-76,1.38875E-73
NK,ZNF548,4.48282E-76,1.8005E-73
NK,POR,1.11395E-75,4.39953E-73
NK,B3GNTL1,2.04483E-73,7.94366E-71
NK,AFAP1L2,2.61227E-73,9.98435E-71
NK,MAP2K7,1.57352E-71,5.91868E-69
NK,LINC02405,1.72329E-70,6.38073E-68
NK,TIGIT,2.6512E-70,9.66547E-68
NK,WDR89,6.79651E-70,2.44026E-67
NK,CCL18,2.54328E-68,8.99522E-66
NK,AP5Z1,2.11759E-67,7.37949E-65
NK,NCR2,1.94143E-65,6.66755E-63
NK,LOC101927472,1.20604E-63,4.08278E-61
NK,PPOX,8.23655E-63,2.74904E-60
NK,UNK,1.6959E-62,5.58164E-60
NK,GTSE1-DT,1.81886E-62,5.90433E-60
NK,FBXO46,4.59128E-62,1.47026E-59
NK,NDE1,1.34858E-61,4.26096E-59
NK,UPP1,3.30848E-61,1.03159E-58
NK,CFAP298,4.34922E-61,1.33849E-58
NK,TCF7,4.07502E-60,1.23802E-57
NK,MIR6731,2.77925E-59,8.3367E-57
NK,AP1S3,3.65994E-58,1.08412E-55
NK,TMEM187,6.32685E-58,1.85096E-55
NK,OXLD1,7.97911E-58,2.30587E-55
NK,TLE4,2.22775E-57,6.36036E-55
NK,DDA1,2.4043E-57,6.78269E-55
NK,ETF1,4.0795E-57,1.13732E-54
NK,ZNF426,8.87981E-57,2.4468E-54
NK,ZNF329,1.75079E-55,4.76878E-53
NK,LOC101928617,2.31389E-55,6.23094E-53
NK,ZNF443,1.61981E-54,4.31289E-52
NK,CYP2G1P,2.75769E-54,7.261E-52
NK,MIR5684,1.65143E-53,4.30043E-51
NK,FAM86EP,5.2585E-53,1.35447E-50
NK,SSH1,1.10331E-51,2.8113E-49
NK,INAVA,1.26357E-51,3.18541E-49
NK,TMSB10,2.54754E-51,6.35462E-49
NK,NIF3L1,7.59494E-50,1.87476E-47
NK,FLJ42351,1.49649E-49,3.65592E-47
NK,SESN1,4.83773E-49,1.16979E-46
NK,SNX8,8.93716E-49,2.13923E-46
NK,PPAN-P2RY11,8.2526E-48,1.95562E-45
NK,PKIG,8.79935E-48,2.06454E-45
NK,LGMN,9.99934E-48,2.32308E-45
NK,FSIP1,1.61868E-47,3.72406E-45
NK,PPP3CC,7.48333E-47,1.70512E-44
NK,CNTNAP5,1.15842E-46,2.6144E-44
NK,TET3,1.93188E-46,4.31886E-44
NK,MIR181D,1.95803E-46,4.3364E-44
NK,PRR14,2.29637E-45,5.03861E-43
NK,TFPT,2.8573E-45,6.21188E-43
NK,RMC1,3.62872E-45,7.81724E-43
NK,H2AFV,9.03736E-45,1.92935E-42
NK,SIGLEC8,9.87573E-45,2.08951E-42
NK,B3GNT5,1.30821E-44,2.74343E-42
NK,RPS9,4.38386E-44,9.11266E-42
NK,PRRG2,8.4611E-43,1.7435E-40
NK,PTBP3,9.20662E-43,1.88077E-40
NK,RHOD,1.50473E-42,3.04766E-40
NK,ELK4,4.07565E-42,8.11603E-40
NK,CAND2,4.07565E-42,8.11603E-40
NK,UBQLN4,6.38136E-42,1.24974E-39
NK,RPS18,6.38136E-42,1.24974E-39
NK,CCNJL,3.3928E-41,6.5901E-39
NK,ARL4C,1.74453E-40,3.36098E-38
NK,ATXN7L2,1.96198E-40,3.74944E-38
NK,TMEM30B,8.91562E-40,1.69019E-37
NK,GGTLC1,9.74123E-40,1.83205E-37
NK,SPAG1,1.31524E-39,2.45412E-37
NK,CFLAR,2.5795E-39,4.77551E-37
NK,ERFE,4.80581E-39,8.82815E-37
NK,CD160,6.7423E-39,1.22902E-36
NK,CEP78,7.00877E-39,1.26784E-36
NK,FLRT2,7.45849E-39,1.33897E-36
NK,CTAGE1,8.23439E-39,1.46715E-36
NK,LINC00638,4.02808E-38,7.12338E-36
NK,MIR6771,6.25541E-38,1.09803E-35
NK,WAC-AS1,6.31318E-37,1.10003E-34
NK,ZNF219,2.14311E-36,3.70695E-34
NK,AZIN1-AS1,2.30058E-36,3.9505E-34
NK,SLA,3.48614E-36,5.94324E-34
NK,LRRC37A,6.55395E-36,1.10935E-33
NK,MIR1286,7.92732E-36,1.33229E-33
NK,RBM12,1.58715E-35,2.64863E-33
NK,UHRF1BP1,2.49981E-35,4.14251E-33
NK,UFSP2,5.27018E-35,8.67274E-33
NK,ZFPM1,9.07932E-35,1.48381E-32
NK,SHISA2,1.15384E-34,1.87278E-32
NK,ITGA2B,1.72023E-34,2.77308E-32
NK,CBY3,1.96974E-34,3.15385E-32
NK,PRF1,2.15454E-34,3.42659E-32
NK,UNQ6494,6.34419E-34,1.00225E-31
NK,IFFO2,8.85845E-34,1.39019E-31
NK,PTGDS,9.19808E-34,1.43399E-31
NK,LIPA,2.03671E-33,3.13402E-31
NK,CCDC144A,2.03671E-33,3.13402E-31
NK,STX6,2.6724E-33,4.08567E-31
NK,PRSS1,3.82922E-33,5.81674E-31
NK,HSP90AB1,1.0111E-32,1.52611E-30
NK,SIVA1,1.46244E-32,2.19338E-30
NK,SRSF5,3.14672E-32,4.6898E-30
NK,KMT2E,7.09089E-32,1.0502E-29
NK,PRKAR1A,1.02881E-30,1.51426E-28
NK,FYN,1.33094E-30,1.94687E-28
NK,MR1,2.20282E-30,3.18294E-28
NK,ZNF677,2.20282E-30,3.18294E-28
NK,IL1R2,3.60351E-30,5.1753E-28
NK,PAXX,7.58073E-30,1.08217E-27
NK,RALGPS1,1.08724E-29,1.54277E-27
NK,RAB40C,5.32587E-29,7.51234E-27
NK,ADD1,5.89838E-29,8.27065E-27
NK,TBX21,1.2359E-28,1.72278E-26
NK,SPIRE2,4.39416E-28,6.08938E-26
NK,RELL2,4.54122E-28,6.25658E-26
NK,FAM193A,4.77869E-28,6.5457E-26
NK,CHST12,6.0619E-28,8.25569E-26
NK,ANP32E,8.40973E-28,1.13877E-25
NK,CLIP4,1.14438E-27,1.54081E-25
NK,TP53TG1,1.62226E-27,2.1719E-25
NK,CUL1,1.76146E-27,2.34502E-25
NK,MAP2K2,2.27864E-27,3.01659E-25
NK,LTV1,4.08547E-27,5.34881E-25
NK,PPRC1,4.08547E-27,5.34881E-25
NK,PRR7-AS1,4.37528E-27,5.69676E-25
NK,SMURF2P1-LRRC37BP1,6.11616E-27,7.91993E-25
NK,KRAS,8.48973E-27,1.09338E-24
NK,ZNF530,1.26412E-26,1.61924E-24
NK,DMWD,2.43982E-26,3.10841E-24
NK,LRRC37B,2.94004E-26,3.72568E-24
NK,PITPNM2-AS1,3.29166E-26,4.14906E-24
NK,DCAF10,3.78418E-26,4.74463E-24
NK,KU-MEL-3,4.51235E-26,5.62786E-24
NK,TYW1B,6.33242E-26,7.85651E-24
NK,CHCHD10,9.91084E-26,1.22321E-23
NK,C2CD2,1.47342E-25,1.8091E-23
NK,UBAC2-AS1,2.74337E-25,3.35101E-23
NK,ACTR1B,3.13661E-25,3.81171E-23
NK,COQ2,3.96099E-25,4.78896E-23
NK,DRAP1,5.82915E-25,7.01185E-23
NK,CREM,8.97864E-25,1.07458E-22
NK,CCNY,9.73439E-25,1.15918E-22
NK,MYO1F,1.42793E-24,1.69188E-22
NK,GMCL1,2.8481E-24,3.35778E-22
NK,LINC01565,3.91817E-24,4.59648E-22
NK,ATP5MC2,4.14906E-24,4.84337E-22
NK,MMP23B,4.24053E-24,4.92588E-22
NK,GLI4,1.45856E-23,1.68602E-21
NK,ZNF582,1.93926E-23,2.2308E-21
NK,ZC3H7A,2.00945E-23,2.28933E-21
NK,CEP95,2.00945E-23,2.28933E-21
NK,ATXN2L,3.03257E-23,3.43841E-21
NK,C10orf91,4.79866E-23,5.41495E-21
NK,IGF2R,6.85313E-23,7.69661E-21
NK,PPT2-EGFL8,1.39757E-22,1.56217E-20
NK,ARHGEF28,1.44181E-22,1.60406E-20
NK,ZNF461,1.49251E-22,1.65271E-20
NK,LOC105369595,2.01647E-22,2.22253E-20
NK,U2AF1,2.44167E-22,2.67871E-20
NK,MORN4,2.47589E-22,2.70374E-20
NK,TBC1D2B,5.12615E-22,5.57222E-20
NK,AZI2,7.62889E-22,8.25487E-20
NK,WDR38,8.11484E-22,8.74079E-20
NK,C16orf47,1.54773E-21,1.6521E-19
NK,ZNF30,1.54773E-21,1.6521E-19
NK,DYRK1A,2.20736E-21,2.34564E-19
NK,GATM,2.67E-21,2.8246E-19
NK,SLC2A1-AS1,4.31875E-21,4.54851E-19
NK,NUDT8,4.79986E-21,5.03285E-19
NK,SET,5.18719E-21,5.41502E-19
NK,BACH2,6.36346E-21,6.61381E-19
NK,MIR4730,8.48221E-21,8.77742E-19
NK,FPGS,1.0893E-20,1.12231E-18
NK,SAMHD1,1.13307E-20,1.16235E-18
NK,CYP2F1,1.28515E-20,1.31268E-18
NK,C22orf34,1.61658E-20,1.64412E-18
NK,TRPM2-AS,1.67837E-20,1.69967E-18
NK,FBXO28,1.83478E-20,1.85017E-18
NK,ADAP1,3.05018E-20,3.06272E-18
NK,SLC15A4,3.10988E-20,3.10948E-18
NK,SSU72,3.49905E-20,3.48391E-18
NK,CCDC65,3.63099E-20,3.60015E-18
NK,RAB18,5.25347E-20,5.16562E-18
NK,ARL16,5.25347E-20,5.16562E-18
NK,HSPB1,7.49171E-20,7.33599E-18
NK,MIR3918,1.30259E-19,1.27027E-17
NK,HNRNPL,1.54898E-19,1.50435E-17
NK,COL15A1,2.59604E-19,2.51095E-17
NK,SLC9A2,5.02533E-19,4.84086E-17
NK,SETD3,6.48745E-19,6.22401E-17
NK,MARS,8.18251E-19,7.80145E-17
NK,GTF2I,8.1975E-19,7.80145E-17
NK,NKILA,8.24002E-19,7.81055E-17
NK,ING1,1.4935E-18,1.41002E-16
NK,PILRA,1.65131E-18,1.55283E-16
NK,TRAIP,1.96701E-18,1.82079E-16
NK,C9orf16,1.96701E-18,1.82079E-16
NK,PSKH1,1.96701E-18,1.82079E-16
NK,MVB12A,1.96701E-18,1.82079E-16
NK,STARD4,2.71047E-18,2.49923E-16
NK,TBC1D24,3.26028E-18,2.99453E-16
NK,LTBP4,3.87734E-18,3.54754E-16
NK,ZAP70,7.58167E-18,6.91011E-16
NK,CRTC2,1.0174E-17,9.20208E-16
NK,PLEKHG2,1.0174E-17,9.20208E-16
NK,HIST2H2BE,1.39241E-17,1.2546E-15
NK,CDK12,2.27448E-17,2.0416E-15
NK,HCG14,3.31238E-17,2.96202E-15
NK,STOM,5.07494E-17,4.52108E-15
NK,MLLT1,6.17646E-17,5.48178E-15
NK,IL2RB,6.80383E-17,6.01606E-15
NK,LINC01047,7.86073E-17,6.92475E-15
NK,DLGAP1-AS1,8.99709E-17,7.89645E-15
NK,CEMIP2,9.39308E-17,8.21357E-15
NK,KPNA2,9.94686E-17,8.66584E-15
NK,DNMBP,1.12809E-16,9.79206E-15
NK,SPG21,1.14745E-16,9.92376E-15
NK,MIR7848,1.23808E-16,1.06687E-14
NK,LOC100130298,1.37323E-16,1.17904E-14
NK,LINC01968,1.53202E-16,1.31063E-14
NK,DDIT4,1.63159E-16,1.39078E-14
NK,MIR1205,2.20962E-16,1.87675E-14
NK,PRDM15,2.54533E-16,2.15417E-14
NK,SOCS1,2.7221E-16,2.29558E-14
NK,MIR4718,3.35393E-16,2.81837E-14
NK,CMA1,3.69427E-16,3.09339E-14
NK,TAS2R38,5.23572E-16,4.36869E-14
NK,SP3,5.79341E-16,4.81706E-14
NK,PACRGL,7.4386E-16,6.16338E-14
NK,SURF4,9.09904E-16,7.51289E-14
NK,ARMC9,9.20952E-16,7.57771E-14
NK,PPP2R5E,9.39976E-16,7.70748E-14
NK,KIR2DL1,9.69653E-16,7.9234E-14
NK,BAG6,1.09179E-15,8.89076E-14
NK,ZFP62,1.09924E-15,8.92079E-14
NK,AHDC1,1.11858E-15,9.04677E-14
NK,LINC01220,1.17756E-15,9.49135E-14
NK,SLFN5,1.47554E-15,1.18529E-13
NK,LAMTOR2,1.64887E-15,1.31118E-13
NK,MLEC,1.64887E-15,1.31118E-13
NK,MIR1538,1.64887E-15,1.31118E-13
NK,PSD4,2.47738E-15,1.96343E-13
NK,EPAS1,2.70007E-15,2.13278E-13
NK,PLOD1,3.19718E-15,2.51706E-13
NK,CCDC97,3.48354E-15,2.73343E-13
NK,CHRNB3,4.05271E-15,3.15911E-13
NK,TET1,4.05271E-15,3.15911E-13
NK,ST3GAL2,4.81378E-15,3.74007E-13
NK,LMX1B,6.2534E-15,4.84271E-13
NK,MIR181A2HG,7.44413E-15,5.74605E-13
NK,IVNS1ABP,1.1061E-14,8.51017E-13
NK,GBA,1.34245E-14,1.02952E-12
NK,RNF213,1.4121E-14,1.07944E-12
NK,ZNF506,1.59088E-14,1.21219E-12
NK,COL23A1,1.71516E-14,1.3027E-12
NK,PEBP4,1.93148E-14,1.46231E-12
NK,PSD2-AS1,3.6092E-14,2.7238E-12
NK,ZNF76,3.67894E-14,2.75885E-12
NK,ARL2,3.67894E-14,2.75885E-12
NK,SCAMP2,4.41091E-14,3.29733E-12
NK,PIGH,4.43057E-14,3.30161E-12
NK,DRAM2,4.61923E-14,3.42068E-12
NK,TMEM247,4.61923E-14,3.42068E-12
NK,CORO6,4.77468E-14,3.52478E-12
NK,GAL3ST2,4.83972E-14,3.56171E-12
NK,C10orf71-AS1,5.70396E-14,4.18473E-12
NK,IL15RA,6.67605E-14,4.88279E-12
NK,ABHD10,6.90309E-14,5.02294E-12
NK,ECH1,6.91007E-14,5.02294E-12
NK,USP6NL,6.98304E-14,5.06046E-12
NK,NCOA7,7.39603E-14,5.34341E-12
NK,EFNA3,7.92801E-14,5.71034E-12
NK,RBM38,8.50596E-14,6.10805E-12
NK,TIGD3,9.54584E-14,6.83407E-12
NK,TCP10L,9.80963E-14,7.00177E-12
NK,GOPC,1.30846E-13,9.31125E-12
NK,MIR4319,1.37992E-13,9.79043E-12
NK,CDK18,1.83853E-13,1.30052E-11
NK,PFN1,2.60631E-13,1.83815E-11
NK,GJB3,2.7361E-13,1.91827E-11
NK,MIR4540,2.7361E-13,1.91827E-11
NK,LINC02113,2.79648E-13,1.95481E-11
NK,PTGER4,2.96267E-13,2.06489E-11
NK,LINC01030,3.47497E-13,2.41485E-11
NK,PDE2A,3.97474E-13,2.75408E-11
NK,TPP2,4.01829E-13,2.76806E-11
NK,MIDN,4.01829E-13,2.76806E-11
NK,CDKN2C,4.06422E-13,2.78352E-11
NK,DPEP1,4.06422E-13,2.78352E-11
NK,EPN1,4.41601E-13,3.01574E-11
NK,METTL9,5.30513E-13,3.61252E-11
NK,NEDD9,5.51044E-13,3.74157E-11
NK,SEMA6C,6.8821E-13,4.65957E-11
NK,INPP5D,7.15025E-13,4.82733E-11
NK,FAM149B1,7.40831E-13,4.96E-11
NK,USF2,7.40831E-13,4.96E-11
NK,SPATA13,7.40954E-13,4.96E-11
NK,SPAG8,7.55528E-13,5.04331E-11
NK,MYL9,7.72549E-13,5.14244E-11
NK,ZBTB40,1E-12,6.63781E-11
NK,FBXW8,1.03194E-12,6.8307E-11
NK,KMT5C,1.19905E-12,7.9147E-11
NK,NDUFAF8,1.20845E-12,7.95459E-11
NK,ICAM5,1.23671E-12,8.11811E-11
NK,MUCL1,1.35354E-12,8.86045E-11
NK,LAMP1,1.46657E-12,9.57393E-11
NK,HMGN2,2.80206E-12,1.81919E-10
NK,ZBTB32,2.80206E-12,1.81919E-10
NK,RDH13,3.27605E-12,2.12111E-10
NK,TMEM191A,4.83343E-12,3.12092E-10
NK,SRGN,6.02007E-12,3.87656E-10
NK,LOC101929679,6.04318E-12,3.8809E-10
NK,KLHDC4,7.8541E-12,5.03023E-10
NK,PATL1,8.53257E-12,5.45004E-10
NK,TMEM184B,9.14752E-12,5.82712E-10
NK,WBP1,1.02046E-11,6.48305E-10
NK,SAT2,1.09196E-11,6.88195E-10
NK,RPL23,1.09196E-11,6.88195E-10
NK,ZNF14,1.09196E-11,6.88195E-10
NK,LINC01744,1.31135E-11,8.24272E-10
NK,S100B,1.53451E-11,9.61989E-10
NK,LINC01451,1.90452E-11,1.1908E-09
NK,CD7,2.12447E-11,1.32483E-09
NK,RIN3,2.17223E-11,1.35106E-09
NK,ZBTB1,2.24635E-11,1.3935E-09
NK,PRKCA-AS1,2.32197E-11,1.43665E-09
NK,ZFP36,2.66541E-11,1.64485E-09
NK,ZNF831,2.73428E-11,1.68297E-09
NK,PGLS,3.02938E-11,1.85977E-09
NK,PWWP2B,3.35922E-11,2.05694E-09
NK,TSPOAP1,3.45441E-11,2.10977E-09
NK,PNRC1,3.68557E-11,2.23941E-09
NK,SUMO2,3.68557E-11,2.23941E-09
NK,CARD11,3.74907E-11,2.27216E-09
NK,LINC01819,3.76608E-11,2.27666E-09
NK,XKR8,4.10569E-11,2.47564E-09
NK,RNU4ATAC,4.5191E-11,2.718E-09
NK,STH,4.97493E-11,2.98458E-09
NK,ZNF682,5.05083E-11,3.02246E-09
NK,ENPP5,5.13071E-11,3.06253E-09
NK,CNOT2,5.30984E-11,3.16149E-09
NK,BOLA3,5.64637E-11,3.35344E-09
NK,CTNNB1,5.77034E-11,3.41849E-09
NK,PRKCB,8.28963E-11,4.89874E-09
NK,SLCO4C1,8.36295E-11,4.92977E-09
NK,MIR3714,8.43882E-11,4.96215E-09
NK,C1orf21,1.02442E-10,6.00881E-09
NK,NXT1,1.04021E-10,6.0864E-09
NK,ETV2,1.2601E-10,7.35484E-09
NK,PIP4K2A,1.37335E-10,7.99614E-09
NK,HIST1H2BL,1.47296E-10,8.53415E-09
NK,NTHL1,1.47296E-10,8.53415E-09
NK,FAM182B,1.60227E-10,9.26074E-09
NK,LINC02579,1.66388E-10,9.59343E-09
NK,EIPR1,2.27299E-10,1.30093E-08
