"Name","ID","Chr","Loc","Type"
"TCF4","6925","18","18q21.2","protein-coding"
"LINC01416","101927273","18","18q21.2","ncRNA"
"LINC01539","100505474","18","18q21.2","ncRNA"
"WDR7","23335","18","18q21.31","protein-coding"
"TXNL1","9352","18","18q21.31","protein-coding"
"LINC-ROR","100885779","18","18q21.31","ncRNA"
"BOD1L2","284257","18","18q21.31","protein-coding"
"ST8SIA3","51046","18","18q21.31","protein-coding"
"ONECUT2","9480","18","18q21.31","protein-coding"
"FECH","2235","18","18q21.31","protein-coding"
"NARS1","4677","18","18q21.31","protein-coding"
"ATP8B1-AS1","100505549","18","18q21.31","ncRNA"
"ATP8B1","5205","18","18q21.31","protein-coding"
"NEDD4L","23327","18","18q21.31","protein-coding"
"MIR122","406906","18","18q21.31","ncRNA"
"SNORA108","106635543","18","18q21.32","snoRNA"
"ALPK2","115701","18","18q21.31-q21.32","protein-coding"
"MALT1","10892","18","18q21.32","protein-coding"
"MALT1-AS1","101927322","18","18q21.32","ncRNA"
"ZNF532","55205","18","18q21.32","protein-coding"
"SEC11C","90701","18","18q21.32","protein-coding"
"GRP","2922","18","18q21.32","protein-coding"
"RAX","30062","18","18q21.32","protein-coding"
"CPLX4","339302","18","18q21.32","protein-coding"
"LMAN1","3998","18","18q21.32","protein-coding"
"CCBE1","147372","18","18q21.32","protein-coding"
"PMAIP1","5366","18","18q21.32","protein-coding"
"MC4R","4160","18","18q21.32","protein-coding"
"CDH20","28316","18","18q21.33","protein-coding"
"LINC01544","100996669","18","18q21.33","ncRNA"
"RNF152","220441","18","18q21.33","protein-coding"
"PIGN","23556","18","18q21.33","protein-coding"
"RELCH","57614","18","18q21.33","protein-coding"
"TNFRSF11A","8792","18","18q21.33","protein-coding"
"ZCCHC2","54877","18","18q21.33","protein-coding"
"PHLPP1","23239","18","18q21.33","protein-coding"
"BCL2","596","18","18q21.33","protein-coding"
"KDSR","2531","18","18q21.33","protein-coding"
"VPS4B","9525","18","18q21.33","protein-coding"
"SERPINB5","5268","18","18q21.33","protein-coding"
"SERPINB12","89777","18","18q21.33","protein-coding"
"SERPINB13","5275","18","18q21.33","protein-coding"
"SERPINB3","6317","18","18q21.33","protein-coding"
"SERPINB7","8710","18","18q21.33","protein-coding"
"SERPINB2","5055","18","18q21.33-q22.1","protein-coding"
"SERPINB10","5273","18","18q22.1","protein-coding"
"HMSD","284293","18","18q22.1","protein-coding"
"SERPINB8","5271","18","18q22.1","protein-coding"
"LINC01924","284294","18","18q22.1","ncRNA"
"LINC00305","221241","18","18q22.1","ncRNA"
"LINC01538","400654","18","18q22.1","ncRNA"
"CDH7","1005","18","18q22.1","protein-coding"
"CDH19","28513","18","18q22.1","protein-coding"
"MIR5011","100847002","18","18q22.1","ncRNA"
"DSEL-AS1","643542","18","18q22.1","ncRNA"
"DSEL","92126","18","18q22.1","protein-coding"
"CCDC102B","79839","18","18q22.1-q22.2","protein-coding"
"TMX3","54495","18","18q22.1","protein-coding"
"DOK6","220164","18","18q22.2","protein-coding"
"CD226","10666","18","18q22.2","protein-coding"
"RTTN","25914","18","18q22.2","protein-coding"
"SOCS6","9306","18","18q22.2","protein-coding"
"LINC01909","101927481","18","18q22.2","ncRNA"
"LINC01910","101060542","18","18q22.2","ncRNA"
"GTSCR1","220158","18","18q22.2","ncRNA"
"LINC01541","100505776","18","18q22.3","ncRNA"
"LINC01899","102724913","18","18q22.3","ncRNA"
"CBLN2","147381","18","18q22.3","protein-coding"
"MIR548AV","100847083","18","18q22.3","ncRNA"
"NETO1","81832","18","18q22.3","protein-coding"
"NETO1-DT","100505797","18","18q22.3","ncRNA"
"LINC02864","400655","18","18q22.3","ncRNA"
"LINC02582","100505817","18","18q22.3","ncRNA"
"FBXO15","201456","18","18q22.3","protein-coding"
"TIMM21","29090","18","18q22.3","protein-coding"
"CYB5A","1528","18","18q22.3","protein-coding"
"C18orf63","644041","18","18q22.3","protein-coding"
"LINC01922","101927606","18","18q22.3","ncRNA"
"DIPK1C","125704","18","18q22.3","protein-coding"
"CNDP2","55748","18","18q22.3","protein-coding"
"CNDP1","84735","18","18q22.3","protein-coding"
"ZNF407","55628","18","18q22.3","protein-coding"
"ZNF407-AS1","400657","18","18q22.3","ncRNA"
"PTGR3","284273","18","18q22.3","protein-coding"
"TSHZ1","10194","18","18q22.3","protein-coding"
"SMIM21","284274","18","18q23","protein-coding"
"LINC01898","100505853","18","18q23","ncRNA"
"LOC339298","339298","18","18q23","ncRNA"
"ZNF516","9658","18","18q23","protein-coding"
"ZNF516-DT","400658","18","18q23","ncRNA"
"LINC00908","284276","18","18q23","ncRNA"
"LINC00683","400660","18","18q23","ncRNA"
"LINC01927","101927651","18","18q23","ncRNA"
"LINC01879","400661","18","18q23","ncRNA"
"ZNF236-DT","100131655","18","18q23","ncRNA"
"ZNF236","7776","18","18q23","protein-coding"
"MBP","4155","18","18q23","protein-coding"
"GALR1","2587","18","18q23","protein-coding"
"LINC01029","101927715","18","18q23","ncRNA"
"SALL3","27164","18","18q23","protein-coding"
"ATP9B","374868","18","18q23","protein-coding"
"NFATC1","4772","18","18q23","protein-coding"
"CTDP1","9150","18","18q23","protein-coding"
"KCNG2","26251","18","18q23","protein-coding"
"SLC66A2","80148","18","18q23","protein-coding"
"HSBP1L1","440498","18","18q23","protein-coding"
"TXNL4A","10907","18","18q23","protein-coding"
"RBFADN","100506070","18","18q23","ncRNA"
"ADNP2","22850","18","18q23","protein-coding"
"PARD6G-AS1","100130522","18","18q23","ncRNA"
"PARD6G","84552","18","18q23","protein-coding"
"PLPP2","8612","19","19p13.3","protein-coding"
"MIER2","54531","19","19p13.3","protein-coding"
"THEG","51298","19","19p13.3","protein-coding"
"C2CD4C","126567","19","19p13.3","protein-coding"
"SHC2","25759","19","19p13.3","protein-coding"
"ODF3L2","284451","19","19p13.3","protein-coding"
"MADCAM1","8174","19","19p13.3","protein-coding"
"TPGS1","91978","19","19p13.3","protein-coding"
"CDC34","997","19","19p13.3","protein-coding"
"GZMM","3004","19","19p13.3","protein-coding"
"BSG","682","19","19p13.3","protein-coding"
"HCN2","610","19","19p13.3","protein-coding"
"POLRMT","5442","19","19p13.3","protein-coding"
"FGF22","27006","19","19p13.3","protein-coding"
"RNF126","55658","19","19p13.3","protein-coding"
"FSTL3","10272","19","19p13.3","protein-coding"
"PRSS57","400668","19","19p13.3","protein-coding"
"PALM","5064","19","19p13.3","protein-coding"
"MISP","126353","19","19p13.3","protein-coding"
"PTBP1","5725","19","19p13.3","protein-coding"
"MIR4745","100616459","19","19p13.3","ncRNA"
"MIR3187","100422854","19","19p13.3","ncRNA"
"PLPPR3","79948","19","19p13.3","protein-coding"
"AZU1","566","19","19p13.3","protein-coding"
"PRTN3","5657","19","19p13.3","protein-coding"
"ELANE","1991","19","19p13.3","protein-coding"
"CFD","1675","19","19p13.3","protein-coding"
"MED16","10025","19","19p13.3","protein-coding"
"R3HDM4","91300","19","19p13.3","protein-coding"
"KISS1R","84634","19","19p13.3","protein-coding"
"ARID3A","1820","19","19p13.3","protein-coding"
"WDR18","57418","19","19p13.3","protein-coding"
"GRIN3B","116444","19","19p13.3","protein-coding"
"TMEM259","91304","19","19p13.3","protein-coding"
"CNN2","1265","19","19p13.3","protein-coding"
"ABCA7","10347","19","19p13.3","protein-coding"
"ARHGAP45","23526","19","19p13.3","protein-coding"
"POLR2E","5434","19","19p13.3","protein-coding"
"GPX4","2879","19","19p13.3","protein-coding"
"SBNO2","22904","19","19p13.3","protein-coding"
"STK11","6794","19","19p13.3","protein-coding"
"CBARP","255057","19","19p13.3","protein-coding"
"ATP5F1D","513","19","19p13.3","protein-coding"
"MIDN","90007","19","19p13.3","protein-coding"
"CIRBP","1153","19","19p13.3","protein-coding"
"CIRBP-AS1","148046","19","19p13.3","ncRNA"
"FAM174C","55009","19","19p13.3","protein-coding"
"PWWP3A","84939","19","19p13.3","protein-coding"
"EFNA2","1943","19","19p13.3","protein-coding"
"NDUFS7","374291","19","19p13.3","protein-coding"
"GAMT","2593","19","19p13.3","protein-coding"
"DAZAP1","26528","19","19p13.3","protein-coding"
"RPS15","6209","19","19p13.3","protein-coding"
"APC2","10297","19","19p13.3","protein-coding"
"C19orf25","148223","19","19p13.3","protein-coding"
"REEP6","92840","19","19p13.3","protein-coding"
"PCSK4","54760","19","19p13.3","protein-coding"
"ADAMTSL5","339366","19","19p13.3","protein-coding"
"PLK5","126520","19","19p13.3","protein-coding"
"MEX3D","399664","19","19p13.3","protein-coding"
"MBD3","53615","19","19p13.3","protein-coding"
"UQCR11","10975","19","19p13.3","protein-coding"
"TCF3","6929","19","19p13.3","protein-coding"
"ONECUT3","390874","19","19p13.3","protein-coding"
"ATP8B3","148229","19","19p13.3","protein-coding"
"MIR1909","100302210","19","19p13.3","ncRNA"
"LOC100288123","100288123","19","19p13.3","ncRNA"
"REXO1","57455","19","19p13.3","protein-coding"
"KLF16","83855","19","19p13.3","protein-coding"
"ABHD17A","81926","19","19p13.3","protein-coding"
"SCAMP4","113178","19","19p13.3","protein-coding"
"ADAT3","113179","19","19p13.3","protein-coding"
"CSNK1G2","1455","19","19p13.3","protein-coding"
"CSNK1G2-AS1","255193","19","19p13.3","ncRNA"
"BTBD2","55643","19","19p13.3","protein-coding"
"MKNK2","2872","19","19p13.3","protein-coding"
"IZUMO4","113177","19","19p13.3","protein-coding"
"MOB3A","126308","19","19p13.3","protein-coding"
"DOT1L","84444","19","19p13.3","protein-coding"
"AP3D1","8943","19","19p13.3","protein-coding"
"MIR1227","100302283","19","19p13.3","ncRNA"
"MIR6789","102466736","19","19p13.3","ncRNA"
"SF3A2","8175","19","19p13.3","protein-coding"
"PLEKHJ1","55111","19","19p13.3","protein-coding"
"AMH","268","19","19p13.3","protein-coding"
"MIR4321","100423031","19","19p13.3","ncRNA"
"OAZ1","4946","19","19p13.3","protein-coding"
"JSRP1","126306","19","19p13.3","protein-coding"
"PEAK3","374872","19","19p13.3","protein-coding"
"LSM7","51690","19","19p13.3","protein-coding"
"TMPRSS9","360200","19","19p13.3","protein-coding"
"TIMM13","26517","19","19p13.3","protein-coding"
"MIR7108","102466806","19","19p13.3","ncRNA"
"LMNB2","84823","19","19p13.3","protein-coding"
"LINC01775","101928602","19","19p13.3","ncRNA"
"GADD45B","4616","19","19p13.3","protein-coding"
"MIR7850","102465838","19","19p13.3","ncRNA"
"GNG7","2788","19","19p13.3","protein-coding"
"DIRAS1","148252","19","19p13.3","protein-coding"
"SLC39A3","29985","19","19p13.3","protein-coding"
"SGTA","6449","19","19p13.3","protein-coding"
"THOP1","7064","19","19p13.3","protein-coding"
"ZNF554","115196","19","19p13.3","protein-coding"
"ZNF555","148254","19","19p13.3","protein-coding"
"ZNF556","80032","19","19p13.3","protein-coding"
"ZNF57","126295","19","19p13.3","protein-coding"
"ZNF77","58492","19","19p13.3","protein-coding"
"TLE6","79816","19","19p13.3","protein-coding"
"TLE2","7089","19","19p13.3","protein-coding"
"TLE5","166","19","19p13.3","protein-coding"
"GNA11","2767","19","19p13.3","protein-coding"
"GNA15","2769","19","19p13.3","protein-coding"
"GNA15-DT","100996351","19","19p13.3","ncRNA"
"S1PR4","8698","19","19p13.3","protein-coding"
"NCLN","56926","19","19p13.3","protein-coding"
"CELF5","60680","19","19p13.3","protein-coding"
"NFIC","4782","19","19p13.3","protein-coding"
"SMIM24","284422","19","19p13.3","protein-coding"
"DOHH","83475","19","19p13.3","protein-coding"
"FZR1","51343","19","19p13.3","protein-coding"
"TEKTIP1","100128569","19","19p13.3","protein-coding"
"HMG20B","10362","19","19p13.3","protein-coding"
"MFSD12","126321","19","19p13.3","protein-coding"
"GIPC3","126326","19","19p13.3","protein-coding"
"TBXA2R","6915","19","19p13.3","protein-coding"
"CACTIN-AS1","404665","19","19p13.3","ncRNA"
"CACTIN","58509","19","19p13.3","protein-coding"
"PIP5K1C","23396","19","19p13.3","protein-coding"
"TJP3","27134","19","19p13.3","protein-coding"
"APBA3","9546","19","19p13.3","protein-coding"
"MRPL54","116541","19","19p13.3","protein-coding"
"RAX2","84839","19","19p13.3","protein-coding"
"MATK","4145","19","19p13.3","protein-coding"
"ZFR2","23217","19","19p13.3","protein-coding"
"ATCAY","85300","19","19p13.3","protein-coding"
"NMRK2","27231","19","19p13.3","protein-coding"
"MIR637","693222","19","19p13.3","ncRNA"
"DAPK3","1613","19","19p13.3","protein-coding"
"SNORD37","26812","19","19p13.3","snoRNA"
"EEF2","1938","19","19p13.3","protein-coding"
"PIAS4","51588","19","19p13.3","protein-coding"
"ZBTB7A","51341","19","19p13.3","protein-coding"
"MAP2K2","5605","19","19p13.3","protein-coding"
"CREB3L3","84699","19","19p13.3","protein-coding"
"SIRT6","51548","19","19p13.3","protein-coding"
"ANKRD24","170961","19","19p13.3","protein-coding"
"EBI3","10148","19","19p13.3","protein-coding"
"YJU2","55702","19","19p13.3","protein-coding"
"SHD","56961","19","19p13.3","protein-coding"
"TMIGD2","126259","19","19p13.3","protein-coding"
"FSD1","79187","19","19p13.3","protein-coding"
"STAP2","55620","19","19p13.3","protein-coding"
"MPND","84954","19","19p13.3","protein-coding"
"SH3GL1","6455","19","19p13.3","protein-coding"
"CHAF1A","10036","19","19p13.3","protein-coding"
"MIR4746","100616371","19","19p13.3","ncRNA"
"UBXN6","80700","19","19p13.3","protein-coding"
"HDGFL2","84717","19","19p13.3","protein-coding"
"PLIN4","729359","19","19p13.3","protein-coding"
"PLIN5","440503","19","19p13.3","protein-coding"
"LRG1","116844","19","19p13.3","protein-coding"
"SEMA6B","10501","19","19p13.3","protein-coding"
"TNFAIP8L1","126282","19","19p13.3","protein-coding"
"MYDGF","56005","19","19p13.3","protein-coding"
"DPP9-AS1","100131094","19","19p13.3","ncRNA"
"DPP9","91039","19","19p13.3","protein-coding"
"MIR7-3HG","284424","19","19p13.3","ncRNA"
"FEM1A","55527","19","19p13.3","protein-coding"
"TICAM1","148022","19","19p13.3","protein-coding"
"PLIN3","10226","19","19p13.3","protein-coding"
"ARRDC5","645432","19","19p13.3","protein-coding"
"UHRF1","29128","19","19p13.3","protein-coding"
"MIR4747","100616337","19","19p13.3","ncRNA"
"KDM4B","23030","19","19p13.3","protein-coding"
"PTPRS","5802","19","19p13.3","protein-coding"
"ZNRF4","148066","19","19p13.3","protein-coding"
"TINCR","257000","19","19p13.3","protein-coding"
"SAFB","6294","19","19p13.3","protein-coding"
"SAFB2","9667","19","19p13.3","protein-coding"
"RPL36","25873","19","19p13.3","protein-coding"
"HSD11B1L","374875","19","19p13.3","protein-coding"
"MICOS13","125988","19","19p13.3","protein-coding"
"LONP1","9361","19","19p13.3","protein-coding"
"CATSPERD","257062","19","19p13.3","protein-coding"
"PRR22","163154","19","19p13.3","protein-coding"
"DUS3L","56931","19","19p13.3","protein-coding"
"NRTN","4902","19","19p13.3","protein-coding"
"FUT6","2528","19","19p13.3","protein-coding"
"FUT3","2525","19","19p13.3","protein-coding"
"FUT5","2527","19","19p13.3","protein-coding"
"NDUFA11","126328","19","19p13.3","protein-coding"
"CAPS","828","19","19p13.3","protein-coding"
"VMAC","400673","19","19p13.3","protein-coding"
"RANBP3","8498","19","19p13.3","protein-coding"
"RANBP3-DT","100128568","19","19p13.3","ncRNA"
"ACSBG2","81616","19","19p13.3","protein-coding"
"RFX2","5990","19","19p13.3","protein-coding"
"MLLT1","4298","19","19p13.3","protein-coding"
"CLPP","8192","19","19p13.3","protein-coding"
"ALKBH7","84266","19","19p13.3","protein-coding"
"PSPN","5623","19","19p13.3","protein-coding"
"MIR6885","102465533","19","19p13.3","ncRNA"
"MIR6790","102465473","19","19p13.3","ncRNA"
"GTF2F1","2962","19","19p13.3","protein-coding"
"MIR3940","100500888","19","19p13.3","ncRNA"
"KHSRP","8570","19","19p13.3","protein-coding"
"SLC25A41","284427","19","19p13.3","protein-coding"
"CRB3","92359","19","19p13.3","protein-coding"
"SLC25A23","79085","19","19p13.3","protein-coding"
"DENND1C","79958","19","19p13.3","protein-coding"
"TUBB4A","10382","19","19p13.3","protein-coding"
"TNFSF9","8744","19","19p13.3","protein-coding"
"CD70","970","19","19p13.3","protein-coding"
"TNFSF14","8740","19","19p13.3","protein-coding"
"C3","718","19","19p13.3","protein-coding"
"MIR6791","102465474","19","19p13.3","ncRNA"
"TRIP10","9322","19","19p13.3","protein-coding"
"SH2D3A","10045","19","19p13.3","protein-coding"
"VAV1","7409","19","19p13.3","protein-coding"
"ADGRE1","2015","19","19p13.3-p13.2","protein-coding"
"MBD3L5","284428","19","19p13.2","protein-coding"
"MBD3L3","653657","19","19p13.2","protein-coding"
"ZNF557","79230","19","19p13.2","protein-coding"
"INSR","3643","19","19p13.2","protein-coding"
"ARHGEF18","23370","19","19p13.2","protein-coding"
"TEX45","374877","19","19p13.2","protein-coding"
"PEX11G","92960","19","19p13.2","protein-coding"
"ZNF358","140467","19","19p13.2","protein-coding"
"MCOLN1","57192","19","19p13.2","protein-coding"
"PNPLA6","10908","19","19p13.2","protein-coding"
"CAMSAP3","57662","19","19p13.2","protein-coding"
"MIR6792","102465475","19","19p13.2","ncRNA"
"XAB2","56949","19","19p13.2","protein-coding"
"STXBP2","6813","19","19p13.2","protein-coding"
"PCP2","126006","19","19p13.2","protein-coding"
"RETN","56729","19","19p13.2","protein-coding"
"MCEMP1","199675","19","19p13.2","protein-coding"
"TRAPPC5","126003","19","19p13.2","protein-coding"
"FCER2","2208","19","19p13.2","protein-coding"
"CLEC4G","339390","19","19p13.2","protein-coding"
"CD209","30835","19","19p13.2","protein-coding"
"CLEC4M","10332","19","19p13.2","protein-coding"
"EVI5L","115704","19","19p13.2","protein-coding"
"PRR36","80164","19","19p13.2","protein-coding"
"LRRC8E","80131","19","19p13.2","protein-coding"
"MAP2K7","5609","19","19p13.2","protein-coding"
"TGFBR3L","100507588","19","19p13.2","protein-coding"
"SNAPC2","6618","19","19p13.2","protein-coding"
"CTXN1","404217","19","19p13.2","protein-coding"
"TIMM44","10469","19","19p13.2","protein-coding"
"CCL25","6370","19","19p13.2","protein-coding"
"FBN3","84467","19","19p13.2","protein-coding"
"CERS4","79603","19","19p13.2","protein-coding"
"CD320","51293","19","19p13.2","protein-coding"
"RPS28","6234","19","19p13.2","protein-coding"
"NDUFA7","4701","19","19p13.2","protein-coding"
"KANK3","256949","19","19p13.2","protein-coding"
"ANGPTL4","51129","19","19p13.2","protein-coding"
"MIR4999","100847049","19","19p13.2","ncRNA"
"RAB11B","9230","19","19p13.2","protein-coding"
"RAB11B-AS1","100507567","19","19p13.2","ncRNA"
"MARCHF2","51257","19","19p13.2","protein-coding"
"HNRNPM","4670","19","19p13.2","protein-coding"
"ELAVL1","1994","19","19p13.2","protein-coding"
